City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Mumbai,1,"Four Bungalows, Mumbai",65000,500 sqft,Flat,Semi-Furnished,East,Garden/Park,1,,Bachelors/Family,Immediately
Mumbai,2,"Raj Infinia, Raj Infinia, Malad West, Mumbai",70000,1200 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,1,"Mamta Sankalp, Mamta Sankalp, Goregaon East, Mumbai",35000,450 sqft,Flat,Furnished,,,1,,Bachelors/Family,Immediately
Mumbai,2,Mira Bhayandar Mumbai,45900,900 sqft,House,Furnished,,,3,,Family,Immediately
Mumbai,3,"Raheja Vista, Raheja Vista, Raheja Vihar, Mumbai",1.3 Lac,1140 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Mumbai,2,Mumbai,1.6 Lac,1000 sqft,Flat,Furnished,,,2,2,Bachelors/Family,Immediately
Mumbai,1,"DGS Sheetal Tapovan, DGS Sheetal Tapovan, Kurar Village, Mumbai",36000,419 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,,Bachelors/Family,Immediately
Mumbai,1,"Regency Apartment, Regency Apartment, Lokhandwala Complex Andheri West, Mumbai",45000,450 sqft,Flat,Semi-Furnished,East,,2,,Bachelors/Family,Immediately
Mumbai,2,"Shivaji Park, Mumbai",1.3 Lac,735 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Family,Immediately
Mumbai,3,"Bandra West, Mumbai",3 Lac,1600 sqft,Flat,Furnished,West,Main Road,3,2,Bachelors,Immediately
Mumbai,2,"K Raheja Interface Heights, K Raheja Interface Heights, Malad West, Mumbai",75000,710 sqft,Flat,Unfurnished,East,,2,,Family,Immediately
Mumbai,1,"Goregaon West, Mumbai",42000,440 sqft,Flat,Unfurnished,East,Main Road,1,,Family,Immediately
Mumbai,2,"Platinum Pristine, Platinum Pristine, Model Town Andheri West, Mumbai",90000,620 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"V Laxmi Queens Park, V Laxmi Queens Park, Chembur East, Mumbai",65000,730 sqft,Flat,Unfurnished,North - East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,2,"Adani Western Heights, Adani Western Heights, Andheri West, Mumbai",1.6 Lac,900 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Mumbai,2,"Samarth Srishti, Samarth Srishti, Bhandup West, Mumbai",42000,650 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,,Bachelors/Family,Immediately
Mumbai,3,"Worli, Mumbai",2.7 Lac,1092 sqft,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",3,,Bachelors/Family,Immediately
Mumbai,1,"DGS Sheetal Tapovan, DGS Sheetal Tapovan, Malad East, Mumbai",36000,417 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,1,"Tolaram Kukreja Gardens, Tolaram Kukreja Gardens, Bhandup West, Mumbai",35000,450 sqft,Flat,Furnished,,Main Road,2,,Bachelors,From Feb '26
Mumbai,1,"Kanakia Sevens, Kanakia Sevens, Andheri East, Mumbai",51000,507 sqft,Flat,Unfurnished,West,"Pool, Main Road, Garden/Park",2,,Bachelors,Immediately
Mumbai,1,"Sunteck Naigaon, Sunteck Naigaon, Citizen Colony, Mumbai",9000,500 sqft,Flat,Unfurnished,East,,1,2,Bachelors/Family,Immediately
Mumbai,2,"Kalpataru Karmakshetra, Kalpataru Karmakshetra, Sion East, Mumbai",60000,850 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,1,"Nahar Everest Apartment, Nahar Everest Apartment, Versova Andheri West, Mumbai",75000,520 sqft,Flat,Unfurnished,South - East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Runwal Forests, Runwal Forests, Kanjurmarg West, Mumbai",60000,771 sqft,Flat,Semi-Furnished,East,Garden/Park,2,,Bachelors/Family,Immediately
Mumbai,2,"Siroya New Jagdamba, Siroya New Jagdamba, Andheri East, Mumbai",75000,700 sqft,Flat,Furnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Oberoi Splendor, Oberoi Splendor, Andheri East, Mumbai",1.4 Lac,987 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Mumbai,3,"AP Florence, AP Florence, Khar West, Mumbai",3 Lac,1250 sqft,Flat,Unfurnished,East,Main Road,3,,Bachelors,Immediately
Mumbai,3,"Ever Top Apartment, Ever Top Apartment, Andheri West, Mumbai",1.2 Lac,928 sqft,Flat,Unfurnished,,,3,,Bachelors/Family,Immediately
Mumbai,2,"Wadala East, Mumbai",1.1 Lac,750 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,,Bachelors,Immediately
Mumbai,3,"Tilak Nagar Gurukripa Housing Society, Tilak Nagar Gurukripa Housing Society, Tilak Nagar Chembur, Mumbai",85000,900 sqft,Flat,Unfurnished,East,Main Road,3,,Bachelors,Immediately
Mumbai,3,"Oberoi Esquire, Oberoi Esquire, Goregaon East, Mumbai",2 Lac,1367 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,,Family,Immediately
Mumbai,2,"Raj Legacy, Raj Legacy, Vikhroli West, Mumbai",63000,640 sqft,Flat,Semi-Furnished,North - East,Main Road,2,,Family,Immediately
Mumbai,4,"Rustomjee Crown, Rustomjee Crown, Prabhadevi, Mumbai",6 Lac,2500 sqft,Flat,Unfurnished,West,Garden/Park,6,,Family,Immediately
Mumbai,3,"Ten BKC, Ten BKC, Bandra Kurla Complex, Mumbai",2.1 Lac,1020 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,"diamond garden, diamond garden, Chembur, Mumbai",85000,800 sqft,Flat,Furnished,North,"Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
Mumbai,3,"Triumph Towers, Triumph Towers, Mandlik Nagar, Mumbai",87500,1125 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,,Bachelors/Family,Immediately
Mumbai,1,"Nicon Infinity, Nicon Infinity, Vasai East, Mumbai",13000,420 sqft,Flat,Semi-Furnished,East,Garden/Park,2,3,Bachelors,Immediately
Mumbai,1,"Queens Land Apartment, Queens Land Apartment, Shastri Nagar Andheri West, Mumbai",50000,450 sqft,Flat,Semi-Furnished,East,,2,,Bachelors/Family,Immediately
Mumbai,3,"Country Park, Country Park, Dattapada, Mumbai",70100,850 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Family,Immediately
Mumbai,3,"Jade Gardens, Jade Gardens, Bandra East, Mumbai",2.3 Lac,1350 sqft,Flat,Semi-Furnished,West,Garden/Park,3,3,Family,From Jan '26
Mumbai,1,"Hiranandani Zen Maple, Hiranandani Zen Maple, Powai, Mumbai",65000,380 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,3,"Marathon Monte South, Marathon Monte South, Byculla, Mumbai",1.8 Lac,1500 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,,Bachelors/Family,Immediately
Mumbai,3,"Piramal Mahalaxmi, Piramal Mahalaxmi, Mahalakshmi, Mumbai",2.8 Lac,1350 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Mumbai,2,"Dosti Eastern Bay, Dosti Eastern Bay, Wadala East, Mumbai",1.2 Lac,777 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
Mumbai,3,"Poseidon Apartment, Poseidon Apartment, Andheri West, Mumbai",1.7 Lac,1350 sqft,Flat,Furnished,East,"Pool, Garden/Park",3,3,Bachelors,Immediately
Mumbai,2,"Kanakia Rainforest, Kanakia Rainforest, Marol, Mumbai",88000,810 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Royal Classic, Royal Classic, Mulund West, Mumbai",45000,800 sqft,Flat,Unfurnished,North - East,Garden/Park,2,2,Bachelors,Immediately
Mumbai,2,"Bhoomi Park, Bhoomi Park, Malad West, Mumbai",50000,725 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,4,"Juhu, Mumbai",4 Lac,2200 sqft,Flat,Semi-Furnished,North,Main Road,4,,Bachelors/Family,Immediately
Mumbai,2,"Prabhadevi, Mumbai",1.4 Lac,750 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,"Joy Legend, Joy Legend, Khar West, Mumbai",2.9 Lac,1515 sqft,Flat,Furnished,West,Main Road,4,1,Bachelors,Immediately
Mumbai,3,"Matoshree Pride, Matoshree Pride, Parel, Mumbai",1.3 Lac,1150 sqft,Flat,Semi-Furnished,North,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,1,"Hiranandani Regent Hill, Hiranandani Regent Hill, Hiranandani Gardens, Mumbai",75000,380 sqft,Flat,Furnished,East,Main Road,2,,Family,Immediately
Mumbai,2,"Mit Niketan, Mit Niketan, Kandivali East, Mumbai",50000,950 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Peninsula Celestia Spaces, Peninsula Celestia Spaces, Sewri, Mumbai",2.3 Lac,1430 sqft,Flat,Semi-Furnished,North - West,Garden/Park,3,,Family,Immediately
Mumbai,2,"Shivoham Avyukta Breeze , Shivoham Avyukta Breeze, Borivali West, Mumbai",46000,636 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,2,"Blue Bell Apartment, Blue Bell Apartment, Chembur, Mumbai",55000,650 sqft,Flat,Semi-Furnished,East,Garden/Park,2,,Bachelors/Family,Immediately
Mumbai,2,Mumbai,45000,500 sqft,Flat,Unfurnished,North - West,Main Road,2,,Bachelors/Family,Immediately
Mumbai,4,"Mahalakshmi, Mumbai",2.8 Lac,1400 sqft,Flat,Semi-Furnished,North - East,Main Road,3,,Bachelors/Family,Immediately
Mumbai,3,"Vikas Park Malad West, Vikas Park Malad West, Evershine Nagar, Mumbai",80000,1100 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",,1,Bachelors,Immediately
Mumbai,1,"Bandra West, Mumbai",2 Lac,600 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Mumbai,2,"S.D. Dwarka Apartment, S.D. Dwarka Apartment, Shastri Nagar Mitha Nagar, Mumbai",42000,550 sqft,Flat,Semi-Furnished,East,Main Road,2,,Family,Immediately
Mumbai,2,"Shubham Trident, Shubham Trident, Chembur, Mumbai",75000,850 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,2,"Sindhi Society, Sindhi Society, Sindhi Society Chembur, Mumbai",70000,650 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"JP North Barcelona Wing D, JP North Barcelona Wing D, Vinay Nagar, Mumbai",39000,750 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Family,Immediately
Mumbai,3,"Khar West, Mumbai",3.5 Lac,2000 sqft,Flat,Unfurnished,East,Main Road,3,3,Bachelors,Immediately
Mumbai,2,"Dadar West, Mumbai",1.6 Lac,1000 sqft,Flat,Semi-Furnished,,Main Road,2,2,Bachelors/Family,Immediately
Mumbai,5,"Ekta Verve, Ekta Verve, Khar West, Mumbai",8.5 Lac,2700 sqft,Flat,Semi-Furnished,West,,6,1,Family,Immediately
Mumbai,1,"Dosti ORO 67, Dosti ORO 67, Bander Pakhadi, Mumbai",36000,440 sqft,Flat,Unfurnished,East,,2,,Family,Immediately
Mumbai,4,"Pali Village, Mumbai",4.3 Lac,2200 sqft,Flat,Furnished,East,Main Road,4,,Bachelors/Family,Immediately
Mumbai,2,"Ekta Tripolis, Ekta Tripolis, Goregaon West, Mumbai",72000,775 sqft,Flat,Semi-Furnished,North - West,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,"Evershine Crown, Evershine Crown, Thakur Village, Kandivali East, Mumbai",68000,844 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"Deonar Chembur, Mumbai",90000,780 sqft,Flat,Furnished,East,"Pool, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Man Opus, Man Opus, Mira Road East, Mumbai",26100,690 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,3,Family,Immediately
Mumbai,4,"Lodha Aura, Lodha Aura, Wadala, Mumbai",2.7 Lac,1768 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Mumbai,2,"36 Allure, 36 Allure, Goregaon West, Mumbai",65000,600 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,3,"Kanakia Samarpan Exotica, Kanakia Samarpan Exotica, Dattapada, Mumbai",78000,1100 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool",3,2,Family,Immediately
Mumbai,3,"Piramal Mahalaxmi, Piramal Mahalaxmi, Mahalakshmi, Mumbai",2.4 Lac,1048 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Mumbai,2,Mumbai,70000,788 sqft,Flat,Semi-Furnished,East,Garden/Park,2,,Bachelors,Immediately
Mumbai,1,"Shapoorji Pallonji Mumbai Dreams, Shapoorji Pallonji Mumbai Dreams, Mulund West, Mumbai",25000,402 sqft,Flat,Furnished,,,2,1,Bachelors/Family,Immediately
Mumbai,2,"Lokhandwala Complex Andheri West, Mumbai",80000,735 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Mumbai,1,"Chandak 34 Park Estate, Chandak 34 Park Estate, Goregaon West, Mumbai",48000,645 sqft,Flat,Furnished,,,2,,Bachelors,Immediately
Mumbai,2,"Sea Gundecha Trillium, Sea Gundecha Trillium, Kandivali East, Mumbai",66000,750 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,"L&T Elixir Reserve, L&T Elixir Reserve, Powai, Mumbai",90000,670 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park",2,1,Bachelors/Family,Immediately
Mumbai,3,"Ten BKC, Ten BKC, Bandra Kurla Complex, Mumbai",2.3 Lac,2200 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",4,,Bachelors,Immediately
Mumbai,3,"Omkar Veda, Omkar Veda, Parel, Mumbai",1.5 Lac,1300 sqft,Flat,Semi-Furnished,East,Main Road,3,,Bachelors,Immediately
Mumbai,1,"Conwood Astoria, Conwood Astoria, Umershetpada, Mumbai",48000,420 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,3,Bachelors,Immediately
Mumbai,2,"Walchand Paradise, Walchand Paradise, Beverly Park, Mumbai",36000,750 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Family,Immediately
Mumbai,1,"Laxmikant, Laxmikant, Mahim West, Mumbai",70000,540 sqft,Flat,Unfurnished,,Pool,2,1,Bachelors,Immediately
Mumbai,3,"Odeon Apartment, Odeon Apartment, Ghatkopar East, Mumbai",90000,1100 sqft,Flat,Furnished,East,"Garden/Park, Main Road",3,1,Family,Immediately
Mumbai,2,"Allan Villa, Allan Villa, Santacruz East, Mumbai",65000,720 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Kanakia Silicon Valley, Kanakia Silicon Valley, Hiranandani Gardens, Mumbai",1.3 Lac,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,"Indra Dhanush, Indra Dhanush, Santacruz West, Mumbai",2.5 Lac,1250 sqft,Flat,Furnished,West,"Pool, Main Road, Garden/Park",3,1,Bachelors/Family,Immediately
Mumbai,3,"JVPD Scheme, Mumbai",2.8 Lac,1250 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Family,Immediately
Mumbai,3,"Challenger Tower, Challenger Tower, Thakur Village, Kandivali East, Mumbai",70000,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,"DB Realty Orchid Suburbia, DB Realty Orchid Suburbia, Kandivali West, Mumbai",55000,700 sqft,Flat,Semi-Furnished,West,Main Road,2,3,Bachelors,Immediately
Mumbai,2,"Piramal Mahalaxmi, Piramal Mahalaxmi, Mahalakshmi, Mumbai",1.7 Lac,850 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",3,,Bachelors/Family,Immediately
Mumbai,3,"Sufalam CHS, Sufalam CHS, Chembur, Mumbai",80000,1300 sqft,Flat,Semi-Furnished,East,Garden/Park,4,2,Bachelors,Immediately
Mumbai,3,"The Wadhwa Atmosphere O2, The Wadhwa Atmosphere O2, Hira Nagar, Mumbai",90000,975 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,,Family,Immediately
Mumbai,3,"Dsk Madhuban, Dsk Madhuban, Marol, Mumbai",1 Lac,1007 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,1,"Godrej Urban Park, Godrej Urban Park, Chandivali, Mumbai",57000,600 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,2,"Sheth Vasant Oasis, Sheth Vasant Oasis, Marol, Mumbai",85000,710 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,2,Bachelors/Family,Immediately
Mumbai,2,"Viceroy SAVANA, Viceroy SAVANA, Thakur Village, Kandivali East, Mumbai",79000,820 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,,Bachelors/Family,Immediately
Mumbai,3,"DB Orchid Woods, DB Orchid Woods, Gokuldham Colony Goregaon East, Mumbai",1.3 Lac,1255 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,3,"Kalpataru Crest, Kalpataru Crest, Bhandup West, Mumbai",70000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,3,"Yash Orion, Yash Orion, Goregaon East, Mumbai",1.2 Lac,1200 sqft,Flat,Furnished,West,Main Road,3,,Bachelors/Family,Immediately
Mumbai,1,"Vile Parle East, Mumbai",58000,400 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,1,"Dynamix Avanya , Dynamix Avanya, Ketkipada, Mumbai",28000,450 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,,Family,Immediately
Mumbai,1,Mumbai,32000,465 sqft,Flat,Unfurnished,,,1,,Bachelors/Family,Immediately
Mumbai,2,"Nahar Laurel and Lilac, Nahar Laurel and Lilac, Powai, Mumbai",70000,650 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,2,"Celestia , Celestia, Mulund East, Mumbai",40000,690 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Mumbai,2,"Siddhivinayak triumph, Siddhivinayak triumph, Borivali East, Mumbai",54000,800 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Mumbai,3,"Gulmohar Road, Mumbai",1.5 Lac,850 sqft,Flat,Unfurnished,,Main Road,2,,Family,Immediately
Mumbai,4,"L&T Emerald Isle, L&T Emerald Isle, Powai, Mumbai",2.9 Lac,2250 sqft,Flat,Semi-Furnished,North - East,Garden/Park,5,3,Bachelors/Family,Immediately
Mumbai,3,"Wadhwa TW Gardens, Wadhwa TW Gardens, Thakur Village, Kandivali East, Mumbai",75000,920 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,,Family,Immediately
Mumbai,3,"Tilak Nagar Chembur, Mumbai",85000,850 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Mumbai,1,Mumbai,35000,400 sqft,Flat,Unfurnished,North,Main Road,1,,Bachelors,Immediately
Mumbai,3,"Oshiwara, Mumbai",1.8 Lac,1550 sqft,Flat,Unfurnished,East,Main Road,3,3,Bachelors,Immediately
Mumbai,3,"Lodha Allura, Lodha Allura, Worli, Mumbai",3 Lac,1092 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,,Bachelors/Family,Immediately
Mumbai,2,"Vasant Oscar, Vasant Oscar, Mulund West, Mumbai",52000,750 sqft,Flat,Semi-Furnished,North - East,,2,2,Bachelors,Immediately
Mumbai,2,"Rushabh Tower, Rushabh Tower, Sewri, Mumbai",89000,790 sqft,Flat,Furnished,East,Main Road,2,,Family,Immediately
Mumbai,1,"Dynamix Avanya , Dynamix Avanya, Dahisar East, Mumbai",27000,550 sqft,Flat,Unfurnished,North - East,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Oberoi Gardens, Oberoi Gardens, Thakur Village, Kandivali East, Mumbai",85000,1050 sqft,Flat,Semi-Furnished,West,Garden/Park,3,,Family,Immediately
Mumbai,3,"Atlas Skywalker CHS, Atlas Skywalker CHS, Andheri West, Mumbai",1.1 Lac,1100 sqft,Flat,Furnished,North,Garden/Park,3,,Family,Immediately
Mumbai,1,"Imperial Splendora, Imperial Splendora, Vasai East, Mumbai",13000,450 sqft,Flat,Semi-Furnished,East,Garden/Park,2,3,Bachelors,Immediately
Mumbai,3,"Viceroy SAVANA, Viceroy SAVANA, Thakur Village, Kandivali East, Mumbai",1.1 Lac,1001 sqft,Flat,Unfurnished,East,Garden/Park,3,,Family,Immediately
Mumbai,3,"Sapphire Building, Sapphire Building, Poonam Gardens, Mumbai",37500,900 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,5,Family,Immediately
Mumbai,3,"Piramal Mahalaxmi, Piramal Mahalaxmi, Mahalakshmi, Mumbai",3 Lac,1384 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
Mumbai,2,"Chandak Stella, Chandak Stella, Goregaon West, Mumbai",65000,700 sqft,Flat,Unfurnished,East,Garden/Park,2,,Bachelors,Immediately
Mumbai,2,"Dosti Ambrosia, Dosti Ambrosia, Wadala East, Mumbai",1.2 Lac,1376 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,3,"Dariya Mahal, Dariya Mahal, Malabar Hill, Mumbai",4.3 Lac,1800 sqft,Flat,Semi-Furnished,West,Garden/Park,4,,Family,Immediately
Mumbai,4,"Pali Hill, Mumbai",4.5 Lac,1900 sqft,Flat,Furnished,West,Main Road,4,,Bachelors/Family,Immediately
Mumbai,4,"Kalpataru Vienta Tower B, Kalpataru Vienta Tower B, Kandivali East, Mumbai",1.6 Lac,1618 sqft,Flat,Semi-Furnished,East,Main Road,5,1,Family,Immediately
Mumbai,4,"Rustomjee Crown, Rustomjee Crown, Gokhale Road, Mumbai",5.3 Lac,2600 sqft,Flat,Unfurnished,West,,5,,Bachelors/Family,Immediately
Mumbai,2,"Arvind Kunj, Arvind Kunj, Tardeo, Mumbai",1.3 Lac,800 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,2,Mumbai,1.1 Lac,650 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,1,"Srishti Oasis, Srishti Oasis, New Rajaram Wadi, Mumbai",35000,420 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool",2,,Bachelors/Family,Immediately
Mumbai,3,"Deonar Chembur, Mumbai",1.1 Lac,936 sqft,Flat,Unfurnished,East,Main Road,2,1,Family,Immediately
Mumbai,2,"Mahim West, Mumbai",1.4 Lac,800 sqft,Flat,Furnished,North - East,Main Road,3,,Family,Immediately
Mumbai,3,"Piramal Aranya , Piramal Aranya, Byculla, Mumbai",1.9 Lac,1100 sqft,Flat,Furnished,,Pool,3,,Family,Immediately
Mumbai,1,"Santacruz West, Mumbai",70000,500 sqft,Flat,Semi-Furnished,South - East,Garden/Park,2,,Bachelors,Immediately
Mumbai,3,"Mahindra Splendour, Mahindra Splendour, Bhandup West, Mumbai",75000,1116 sqft,Flat,Semi-Furnished,North - East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"Raheja Classique, Raheja Classique, Lokhandwala Complex Andheri West, Mumbai",1.1 Lac,770 sqft,Flat,Unfurnished,North - East,Garden/Park,2,1,Family,Immediately
Mumbai,2,"Vaidya Cottage CHS Ltd, Vaidya Cottage CHS Ltd, Vile Parle East, Mumbai",82000,600 sqft,Flat,Furnished,West,,2,1,Bachelors,From Feb '26
Mumbai,2,"Dwaraka Apartment, Dwaraka Apartment, Ghatkopar East, Mumbai",63000,720 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Family,Immediately
Mumbai,2,"Platinum Prive, Platinum Prive, Andheri West, Mumbai",65000,450 sqft,Flat,Semi-Furnished,East,,2,1,Bachelors/Family,Immediately
Mumbai,1,"Sahakar Residency, Sahakar Residency, Naigaon East, Mumbai",12500,601 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
Mumbai,1,"Neelyog Apartment, Neelyog Apartment, Pant Nagar, Mumbai",36500,450 sqft,Flat,Furnished,East,"Main Road, Garden/Park",1,,Bachelors,From Feb '26
Mumbai,2,"Tolaram Nagar, Mumbai",63000,770 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,1,"Mira Road East, Mumbai",35000,570 sqft,Flat,Furnished,,,1,2,Bachelors/Family,Immediately
Mumbai,2,"Sunteck City 4th Avenue, Sunteck City 4th Avenue, Goregaon West, Mumbai",69000,645 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",2,,Bachelors/Family,Immediately
Mumbai,2,Ghatkopar West Mumbai,50000,650 sqft,Villa,Furnished,East,,1,4,Bachelors/Family,Immediately
Mumbai,1,"Sunshine Samriddhi Garden, Sunshine Samriddhi Garden, Bhandup West, Mumbai",35000,450 sqft,Flat,Unfurnished,West,Main Road,2,,Family,Immediately
Mumbai,1,Mumbai,42000,500 sqft,Flat,Semi-Furnished,East,Main Road,1,,Bachelors,Immediately
Mumbai,3,"Prestige Siesta, Prestige Siesta, Yogi Hills, Mumbai",1.3 Lac,1535 sqft,Flat,Unfurnished,West,Main Road,3,3,Family,Immediately
